algorithm,CUT,criterion,Size,Length,MutationScore,Coverage,Covered_Goals,Total_Goals,Total_Time,BranchCoverage,BZUTestExecutionTime
M_IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,25,66,0.194357367,0.887426901,153,230,608121,0.662280702,34
M_IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,40,92,0.133757962,0.932183908,233,292,609015,0.796551724,14
M_IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,83,0.321100917,0.909090909,58,79,605401,0.727272727,10
M_IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,86,0.363636364,0.913419913,59,79,605162,0.74025974,9
M_IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,66,0.30095037,0.983333333,59,62,618695,0.95,11
M_IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,16,80,0.285830619,0.888888889,60,89,619850,0.666666667,11
M_IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,14,66,0.220146223,0.888888889,60,89,617629,0.666666667,12
M_IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,30,53,0.133775567,0.786205001,437,1215,617334,0.358615004,9
M_IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,48,147,0.619385343,0.978021978,172,184,608254,0.934065934,6
M_IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,10,43,0.485714286,1,22,22,18088,1,1
M_IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,32,0.394444444,1,24,24,5198,1,2
M_IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,31,0.707070707,1,23,23,5325,1,2
M_IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,36,123,0.158249158,0.969907407,133,146,705444,0.909722222,195
M_IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,47,116,0.743083004,1,100,100,14919,1,5
M_IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,34,210,0.355421687,0.98325723,210,221,610074,0.949771689,23
M_IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,4,35,0.248780488,0.988764045,88,91,608135,0.966292135,3
M_IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,74,143,0.619582665,0.937343358,218,268,612682,0.812030075,16
M_IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,293,635,0.515518914,0.930065921,924,1165,644878,0.7927773,22
M_IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,243,710,0.374412533,0.996038483,584,591,669463,0.98811545,50
M_IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,107,249,0.439737034,0.994407159,295,300,690474,0.983221477,15
M_IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,115,189,0.690737834,0.967295597,242,267,613430,0.905660377,14
M_IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,222,423,0.212016575,0.923211169,594,766,633383,0.77486911,10
M_IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,5,23,0.616352201,1,33,33,6722,1,64
M_IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,19,95,0.136950904,0.941666667,68,82,615580,0.825,21
M_IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,22,117,0.37037037,0.994350282,60,61,612119,0.983050847,7
M_IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,52,196,0.20777027,0.970649895,147,161,643313,0.911949686,162
M_IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,8,10,0,0.685990338,10,140,603230,0.057971014,4
M_IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,43,0.288732394,0.833333333,35,68,607910,0.5,5
M_IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,13,41,0.085185185,0.738853503,36,159,608812,0.21656051,6
M_IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,4,7,0.02173913,0.697777778,8,77,602878,0.093333333,39
M_IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,7,29,0.129761905,0.862318841,56,94,610551,0.586956522,23
M_IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,36,105,0.510158014,0.974937343,125,135,621986,0.92481203,175
M_IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,54,208,0.26342711,0.988179669,135,143,618520,0.943262411,4
M_IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,14,53,0.015306122,0.701570681,22,193,607180,0.104712042,3
M_IBEA,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,20,76,0.362126246,0.936507937,53,65,605924,0.80952381,4
M_IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,53,208,0.474226804,0.992592593,90,92,613711,0.977777778,23
M_IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,121,0.823529412,0.983870968,61,64,610265,0.951612903,12
M_IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,78,118,0.45998558,0.954271961,241,279,617390,0.862815884,18
M_IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,111,629,0.379937304,0.960852044,511,581,653444,0.8791019,52
M_IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,29,101,0.470394737,0.983122363,77,81,614962,0.949367089,8
M_IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,24,87,0.691449814,0.989417989,63,65,614263,0.968253968,7
M_IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,39,228,0.306188925,0.961309524,101,114,621135,0.883928571,20
M_IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,38,81,0.134969325,1,86,86,186233,1,23
M_IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,21,112,0.221387697,0.954081633,171,198,610318,0.862244898,3
M_IBEA,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,22,86,0.252873563,0.988549618,255,264,618713,0.965648855,38
M_IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,23,60,0.148988351,0.86381323,306,516,612777,0.591439689,49
M_IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,27,73,0.192789969,0.887426901,153,230,608529,0.662280702,29
M_IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,41,103,0.144373673,0.937931034,238,292,609352,0.813793103,11
M_IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,20,91,0.431192661,0.909090909,58,79,609283,0.727272727,28
M_IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,23,98,0.396694215,0.909090909,58,79,607348,0.727272727,8
M_IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,73,0.355860612,0.977777778,58,62,617852,0.933333333,2
M_IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,16,101,0.274429967,0.888888889,60,89,624069,0.666666667,15
M_IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,16,22,0.081260365,0.77493817,396,1215,611179,0.324814509,24
M_IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,51,158,0.586288416,0.97985348,173,184,608680,0.93956044,7
M_IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,8,33,0.434285714,1,22,22,4552,1,2
M_IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,32,0.222222222,1,24,24,5790,1,5
M_IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,35,0.611111111,1,23,23,6491,1,2
M_IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,35,114,0.210998878,0.979166667,137,146,683240,0.9375,118
M_IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,48,119,0.588932806,1,100,100,34909,1,4
M_IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,30,178,0.364888124,0.98325723,210,221,611689,0.949771689,32
M_IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,7,80,0.357317073,0.988764045,88,91,615428,0.966292135,6
M_IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,76,147,0.49201278,0.928571429,211,268,613193,0.785714286,12
M_IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,311,667,0.551568057,0.938377759,954,1165,647200,0.818572657,23
M_IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,241,685,0.361183638,0.992642898,578,591,672613,0.977928693,115
M_IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,109,263,0.414170928,0.992170022,293,300,678774,0.976510067,21
M_IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,118,202,0.599686028,0.973584906,244,267,613726,0.913207547,7
M_IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,224,405,0.213570442,0.931500873,604,766,636812,0.787958115,17
M_IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,6,30,0.641509434,1,33,33,6107,1,4
M_IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,26,149,0.131782946,0.970833333,75,82,616652,0.9125,30
M_IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,17,102,0.384615385,0.994350282,60,61,610065,0.983050847,15
M_IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,52,210,0.231418919,0.974842767,149,161,642876,0.924528302,169
M_IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,8,10,0,0.685990338,10,140,602983,0.057971014,14
M_IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,47,0.285211268,0.833333333,35,68,608128,0.5,7
M_IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,31,0.092592593,0.736730361,35,159,607518,0.210191083,1
M_IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,4,8,0.02173913,0.697777778,9,77,602946,0.093333333,5
M_IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,7,42,0.18452381,0.971014493,86,94,611225,0.913043478,106
M_IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,34,100,0.576749436,0.974937343,125,135,635246,0.92481203,162
M_IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,58,228,0.347826087,0.992907801,140,143,617422,0.978723404,7
M_IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,12,43,0.015306122,0.701570681,22,193,603992,0.104712042,5
M_IBEA,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,19,66,0.325581395,0.931216931,52,65,605588,0.793650794,1
M_IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,51,173,0.494845361,0.992592593,90,92,613580,0.977777778,14
M_IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,105,0.823529412,0.983870968,61,64,609976,0.951612903,13
M_IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,78,176,0.4592646,0.955475331,242,279,617479,0.866425993,27
M_IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,104,628,0.398746082,0.95164076,497,581,649462,0.85492228,48
M_IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,29,101,0.365131579,0.987341772,78,81,615297,0.962025316,13
M_IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,24,89,0.706319703,0.989417989,63,65,614869,0.968253968,31
M_IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,23,128,0.188925081,0.916666667,86,114,618076,0.75,31
M_IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,36,93,0.13599182,0.996031746,85,86,612231,0.988095238,19
M_IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,23,140,0.268597997,0.954081633,171,198,632460,0.862244898,27
M_IBEA,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,20,74,0.207662835,0.951653944,226,264,639486,0.854961832,34
M_IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,29,77,0.166155733,0.87613489,325,516,615773,0.628404669,72
M_IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,27,72,0.202194357,0.887426901,153,230,608168,0.662280702,44
M_IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,43,101,0.142250531,0.936781609,237,292,609340,0.810344828,25
M_IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,79,0.311926606,0.909090909,58,79,605247,0.727272727,7
M_IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,20,78,0.396694215,0.909090909,58,79,614009,0.727272727,57
M_IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,12,65,0.309398099,0.983333333,59,62,616300,0.95,10
M_IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,17,84,0.279315961,0.888888889,60,89,615368,0.666666667,12
M_IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,17,101,0.264825345,0.888888889,60,89,613687,0.666666667,10
M_IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,18,26,0.067440575,0.77493817,396,1215,613289,0.324814509,8
M_IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,45,129,0.567375887,0.974358974,170,184,609554,0.923076923,5
M_IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,29,0.411428571,1,22,22,6737,1,0
M_IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,33,0.411111111,1,24,24,5581,1,4
M_IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,33,0.626262626,1,23,23,5957,1,5
M_IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,36,122,0.143097643,0.979166667,137,146,904054,0.9375,275
M_IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,47,114,0.691699605,1,100,100,38864,1,20
M_IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,29,176,0.372633391,0.9847793,211,221,619750,0.9543379,13
M_IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,4,43,0.246341463,0.988764045,88,91,617297,0.966292135,16
M_IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,89,181,0.586261981,0.95112782,229,268,614342,0.853383459,6
M_IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,305,655,0.542838668,0.936084838,944,1165,644488,0.809974205,17
M_IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,236,672,0.348302872,0.991511036,577,591,660212,0.9762309,34
M_IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,106,271,0.457268079,0.995525727,296,300,705504,0.986577181,18
M_IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,114,191,0.689167975,0.962264151,241,267,614300,0.901886792,12
M_IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,225,420,0.212016575,0.928446771,606,766,637480,0.790575916,15
M_IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,7,28,0.647798742,1,33,33,7178,1,7
M_IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,21,91,0,0.8625,49,82,608261,0.5875,4
M_IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,20,127,0.276353276,0.988700565,59,61,612308,0.966101695,25
M_IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,53,178,0.224662162,0.972746331,148,161,643034,0.918238994,245
M_IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,10,12,0,0.685990338,10,140,603361,0.057971014,2
M_IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,43,0.281690141,0.833333333,35,68,607989,0.5,4
M_IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,51,0.155555556,0.740976645,37,159,609796,0.222929936,15
M_IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,9,0,0.697777778,9,77,602842,0.093333333,4
M_IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,6,25,0.135714286,0.862318841,56,94,607687,0.586956522,8
M_IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,34,98,0.494356659,0.967418546,122,135,676677,0.902255639,2412
M_IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,54,211,0.314578005,0.983451537,136,143,617460,0.95035461,7
M_IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,13,33,0.010204082,0.701570681,22,193,603973,0.104712042,5
M_IBEA,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,20,74,0.363787375,0.936507937,53,65,605798,0.80952381,4
M_IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,50,159,0.567010309,0.992592593,90,92,613003,0.977777778,8
M_IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,29,98,0.823529412,0.983870968,60,64,609300,0.935483871,12
M_IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,75,173,0.460706561,0.93622142,225,279,617945,0.805054152,16
M_IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,110,634,0.397492163,0.979850317,546,581,656869,0.93955095,45
M_IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,30,83,0.483552632,0.978902954,76,81,616108,0.936708861,12
M_IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,24,95,0.685873606,0.994708995,64,65,615437,0.984126984,11
M_IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,26,124,0.211726384,0.916666667,86,114,615540,0.75,22
M_IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,35,86,0.099182004,1,86,86,355744,1,14
M_IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,29,119,0.278612303,0.954081633,171,198,617658,0.862244898,6
M_IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,28,72,0.160024525,0.871595331,318,516,614055,0.614785992,65
M_IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,25,61,0.194357367,0.897660819,160,230,607740,0.692982456,28
M_IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,41,97,0.139065817,0.935632184,236,292,608646,0.806896552,14
M_IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,17,96,0.330275229,0.913419913,59,79,605304,0.74025974,8
M_IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,73,0.41322314,0.909090909,58,79,614413,0.727272727,33
M_IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,61,0.383315734,0.977777778,58,62,611501,0.933333333,13
M_IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,63,0.238599349,0.888888889,60,89,618777,0.666666667,12
M_IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,16,92,0.268074736,0.888888889,60,89,614889,0.666666667,7
M_IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,24,30,0.105583195,0.780983787,418,1215,613530,0.34295136,6
M_IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,51,159,0.600472813,0.97985348,173,184,607972,0.93956044,2
M_IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,35,0.514285714,1,21,22,12195,1,3
M_IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,41,0.416666667,1,24,24,5739,1,2
M_IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,10,33,0.545454545,1,23,23,5776,1,2
M_IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,35,113,0.188552189,0.969907407,133,146,637395,0.909722222,18
M_IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,47,115,0.731225296,1,100,100,30828,1,5
M_IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,29,164,0.382099828,0.9847793,211,221,609953,0.9543379,26
M_IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,5,50,0.269512195,0.988764045,88,91,614093,0.966292135,6
M_IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,78,145,0.569823435,0.929824561,212,268,613350,0.789473684,11
M_IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,303,663,0.546880052,0.932645457,932,1165,647497,0.799656062,19
M_IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,227,634,0.353524804,0.981324278,558,591,666917,0.943972835,45
M_IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,107,244,0.445580716,0.995525727,296,300,669409,0.986577181,16
M_IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,114,184,0.679748823,0.971069182,245,267,613236,0.916981132,13
M_IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,229,427,0.23843232,0.933682373,617,766,758305,0.804973822,9
M_IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,4,19,0.58490566,1,33,33,6339,1,5
M_IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,28,171,0.121447028,0.979166667,77,82,619968,0.9375,63
M_IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,17,97,0.43019943,0.994350282,60,61,609063,0.983050847,12
M_IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,54,188,0.188344595,0.968553459,146,161,664619,0.905660377,322
M_IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,9,11,0,0.685990338,10,140,603263,0.057971014,4
M_IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,13,45,0.073943662,0.838383838,36,68,608468,0.515151515,40
M_IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,46,0.077777778,0.740976645,37,159,613417,0.222929936,41
M_IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,5,0,0.697777778,9,77,602856,0.093333333,4
M_IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,7,54,0.15952381,0.971014493,86,94,611956,0.913043478,34
M_IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,36,106,0.564334086,0.977443609,126,135,630610,0.932330827,66
M_IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,54,216,0.260869565,0.990543735,139,143,618865,0.971631206,14
M_IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,14,33,0.015306122,0.701570681,22,193,608416,0.104712042,6
