algorithm,CUT,criterion,Size,Length,MutationScore,Coverage,Covered_Goals,Total_Goals,Total_Time,BranchCoverage,BZUTestExecutionTime
IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,42,191,0.381443299,0.933333333,74,92,616987,0.8,8
IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,28,93,0.823529412,0.97311828,59,64,611849,0.919354839,5
IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,63,82,0.388608508,0.896510229,189,279,619919,0.675090253,6
IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,57,213,0.181818182,0.844559585,312,581,635475,0.535405872,20
IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,19,62,0.296052632,0.915611814,61,81,615839,0.746835443,9
IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,21,79,0.697026022,0.968253968,59,65,614187,0.904761905,8
IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,22,109,0.263843648,0.904761905,81,114,616906,0.705357143,23
IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,27,75,0.102249489,0.948412698,73,86,616695,0.845238095,19
IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,38,89,0.32546495,0.952380952,170,198,617512,0.857142857,4
IBEA,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,17,56,0.134482759,0.860050891,154,264,622435,0.580152672,24
IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,18,45,0.134273452,0.841763943,272,516,614578,0.525291829,26
IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,14,37,0.172413793,0.855263158,131,230,606834,0.565789474,22
IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,22,49,0.117834395,0.893103448,199,292,608675,0.679310345,8
IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,88,0.348623853,0.909090909,58,79,611819,0.727272727,6
IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,20,81,0.355371901,0.909090909,58,79,605829,0.727272727,8
IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,13,66,0.297782471,0.961111111,55,62,609154,0.883333333,6
IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,67,0.240228013,0.873563218,56,89,608161,0.620689655,10
IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,15,69,0.236393176,0.881226054,58,89,612533,0.643678161,8
IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,17,22,0.06909895,0.774113768,393,1215,615735,0.322341303,5
IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,27,72,0.349881797,0.915750916,138,184,612455,0.747252747,1
IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,29,0.308571429,1,22,22,279767,1,1
IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,33,0.344444444,1,24,24,48072,1,5
IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,8,55,0.590909091,1,23,23,80193,1,7
IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,31,97,0.173961841,0.965277778,131,146,694170,0.895833333,106
IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,47,115,0.66798419,0.996598639,99,100,611310,0.989795918,1
IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,25,142,0.30636833,0.95281583,190,221,628501,0.858447489,22
IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,4,38,0.264634146,0.985018727,87,91,609703,0.95505618,5
IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,50,105,0.417335474,0.868421053,163,268,610917,0.605263158,12
IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,100,241,0.251535726,0.792490685,454,1165,628051,0.388650043,6
IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,120,338,0.201218451,0.868138087,368,591,656601,0.62139219,22
IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,50,128,0.351351351,0.909395973,220,300,645720,0.731543624,11
IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,69,150,0.464678179,0.87672956,176,267,611776,0.656603774,6
IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,71,133,0.084254144,0.827661431,379,766,614148,0.493455497,7
IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,6,32,0.660377358,1,33,33,24084,1,6
IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,14,57,0,0.795833333,33,82,617120,0.3875,2
IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,16,117,0.339031339,0.983050847,58,61,610283,0.949152542,26
IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,25,86,0.162162162,0.882599581,107,161,636324,0.660377358,158
IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,8,10,0,0.685990338,10,140,603809,0.057971014,6
IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,50,0.073943662,0.828282828,34,68,609479,0.484848485,4
IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,11,26,0.077777778,0.730360934,32,159,608026,0.191082803,11
IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,13,0,0.697777778,9,77,604710,0.093333333,4
IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,7,40,0.173809524,0.971014493,86,94,613040,0.913043478,9
IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,33,97,0.584650113,0.969924812,123,135,643259,0.909774436,66
IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,22,68,0.171355499,0.858156028,83,143,616944,0.574468085,6
IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,12,31,0.010204082,0.701570681,22,193,605502,0.104712042,3
IBEA,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,14,55,0.30730897,0.888888889,44,65,610179,0.666666667,1
IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,40,123,0.309278351,0.933333333,74,92,615072,0.8,6
IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,27,86,0.823529412,0.967741935,58,64,610369,0.903225806,12
IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,57,93,0.394376352,0.888086643,186,279,614227,0.664259928,2
IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,56,279,0.242633229,0.849165227,323,581,682071,0.554404145,6
IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,20,83,0.296052632,0.945147679,68,81,618323,0.835443038,7
IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,22,87,0.615241636,0.968253968,59,65,616754,0.904761905,6
IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,19,107,0.195439739,0.907738095,82,114,618327,0.714285714,28
IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,26,56,0.093047035,0.936507937,70,86,618792,0.80952381,29
IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,33,124,0.307224607,0.948979592,168,198,615129,0.846938776,5
IBEA,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,19,91,0.170114943,0.940203562,218,264,635823,0.824427481,68
IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,16,37,0.127529123,0.835927367,263,516,611267,0.507782101,43
IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,14,33,0.175548589,0.856725146,130,230,606930,0.561403509,19
IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,24,60,0.115711253,0.896551724,202,292,606985,0.689655172,7
IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,19,82,0.412844037,0.904761905,57,79,607649,0.714285714,5
IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,88,0.404958678,0.909090909,58,79,613452,0.727272727,13
IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,11,44,0.279831045,0.961111111,55,62,611314,0.883333333,14
IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,91,0.24267101,0.881226054,58,89,614603,0.643678161,11
IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,17,81,0.28757108,0.885057471,59,89,613394,0.655172414,7
IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,16,20,0.033720287,0.776586974,402,1215,618246,0.329760923,10
IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,27,75,0.368794326,0.923076923,142,184,606005,0.769230769,4
IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,35,0.417142857,1,22,22,145917,1,1
IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,36,0.477777778,1,24,24,68753,1,1
IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,31,0.616161616,1,23,23,52313,1,3
IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,31,94,0.183501684,0.951388889,125,146,620280,0.854166667,10
IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,48,119,0.628458498,0.993197279,98,100,611737,0.979591837,3
IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,24,133,0.313253012,0.96194825,196,221,610570,0.885844749,13
IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,6,58,0.363414634,0.988764045,88,91,618144,0.966292135,6
IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,46,90,0.446227929,0.864661654,160,268,611997,0.593984962,5
IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,102,236,0.258486906,0.803095443,487,1165,629939,0.417024936,9
IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,123,356,0.211662315,0.868704018,375,591,640618,0.63327674,19
IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,45,133,0.27100073,0.874720358,189,300,630747,0.627516779,8
IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,74,144,0.408163265,0.889308176,185,267,611899,0.690566038,4
IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,85,173,0.095821823,0.835951134,399,766,617825,0.519633508,2
IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,5,21,0.716981132,1,33,33,44670,1,2
IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,15,59,0,0.8,34,82,607594,0.4,3
IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,18,94,0.276353276,0.926553672,48,61,612706,0.779661017,9
IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,18,89,0.157939189,0.878406709,103,161,619241,0.635220126,63
IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,8,10,0,0.685990338,10,140,603862,0.057971014,6
IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,67,0.426056338,0.95959596,60,68,609992,0.878787879,69
IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,12,31,0.077777778,0.730360934,32,159,611841,0.191082803,13
IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,6,0,0.697777778,9,77,604296,0.093333333,7
IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,9,50,0.175,0.963768116,84,94,616755,0.891304348,53
IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,32,99,0.551918736,0.972431078,124,135,774330,0.917293233,3296
IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,22,71,0.16112532,0.841607565,76,143,624555,0.524822695,6
IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,14,34,0.015306122,0.701570681,22,193,609625,0.104712042,3
IBEA,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,17,71,0.300664452,0.925925926,51,65,609866,0.777777778,3
IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,44,157,0.319587629,0.948148148,78,92,613369,0.844444444,6
IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,30,111,0.823529412,0.97311828,59,64,614323,0.919354839,13
IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,56,87,0.321557318,0.880866426,180,279,619759,0.642599278,7
IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,54,231,0.225705329,0.856649396,329,581,630649,0.564766839,18
IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,20,82,0.351973684,0.928270042,64,81,615883,0.784810127,5
IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,20,72,0.682156134,0.957671958,57,65,616571,0.873015873,9
IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,23,116,0.218241042,0.901785714,80,114,617456,0.696428571,25
IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,27,75,0.083844581,0.96031746,76,86,615473,0.880952381,20
IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,33,108,0.3490701,0.954081633,171,198,617235,0.862244898,3
IBEA,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,14,45,0.131034483,0.834605598,136,264,635053,0.511450382,93
IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,15,42,0.124463519,0.828145266,251,516,615282,0.484435798,34
IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,18,47,0.18338558,0.862573099,136,230,610455,0.587719298,17
IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,26,60,0.115711253,0.905747126,210,292,609745,0.717241379,8
IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,22,88,0.431192661,0.909090909,58,79,608989,0.727272727,9
IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,83,0.429752066,0.904761905,57,79,612504,0.714285714,10
IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,12,53,0.299894403,0.955555556,54,62,609179,0.866666667,7
IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,15,84,0.287459283,0.885057471,59,89,618727,0.655172414,12
IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,14,57,0.242891958,0.862068966,53,89,607555,0.586206897,32
IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,17,19,0.048645661,0.774388568,394,1215,614215,0.323165705,9
IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,25,74,0.353427896,0.902930403,131,184,610127,0.708791209,4
IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,45,0.56,1,21,22,105704,0.95,0
IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,35,0.316666667,1,24,24,92839,1,3
IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,33,0.575757576,1,23,23,39978,1,1
IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,31,93,0.147586981,0.962962963,130,146,681922,0.888888889,91
IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,47,117,0.616600791,0.989795918,97,100,610683,0.969387755,3
IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,25,136,0.268502582,0.942161339,183,221,614773,0.826484018,4
IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,5,47,0.26097561,0.985018727,87,91,615102,0.95505618,3
IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,43,96,0.426966292,0.850877193,150,268,615029,0.556390977,6
IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,112,251,0.267862916,0.800802522,480,1165,628022,0.411006019,9
IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,114,299,0.215491732,0.85795133,344,591,656452,0.580645161,19
IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,46,119,0.296566837,0.898210291,211,300,641675,0.701342282,8
IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,66,129,0.394034537,0.877987421,170,267,618124,0.633962264,8
IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,73,137,0.09996547,0.829842932,389,766,616863,0.506544503,3
IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,5,23,0.704402516,1,33,33,37585,1,27
IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,11,42,0,0.779166667,29,82,614047,0.3375,3
IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,16,76,0.153846154,0.93220339,49,61,617910,0.796610169,35
IBEA,org.apache.commons.math3.linear.MatrixUtils,BRANCH;BZU_TIME;BZU_LENGTH,22,80,0.15875755,0.853249476,93,161,645203,0.572327044,205
IBEA,org.apache.commons.math3.dfp.DfpDec,BRANCH;BZU_TIME;BZU_LENGTH,9,11,0,0.685990338,10,140,606444,0.057971014,12
IBEA,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,BRANCH;BZU_TIME;BZU_LENGTH,12,33,0.077464789,0.828282828,34,68,608997,0.484848485,4
IBEA,org.apache.commons.math3.analysis.FunctionUtils,BRANCH;BZU_TIME;BZU_LENGTH,13,47,0.081481481,0.743099788,38,159,610652,0.229299363,13
IBEA,org.apache.commons.math3.optim.univariate.BrentOptimizer,BRANCH;BZU_TIME;BZU_LENGTH,3,5,0,0.697777778,8,77,606923,0.093333333,4
IBEA,org.apache.commons.math3.linear.SchurTransformer,BRANCH;BZU_TIME;BZU_LENGTH,8,51,0.198809524,0.971014493,86,94,614715,0.913043478,49
IBEA,com.google.common.math.BigIntegerMath,BRANCH;BZU_TIME;BZU_LENGTH,36,107,0.485327314,0.967418546,122,135,629554,0.902255639,83
IBEA,com.google.common.cache.CacheBuilderSpec,BRANCH;BZU_TIME;BZU_LENGTH,21,62,0.130434783,0.843971631,77,143,609292,0.531914894,3
IBEA,com.google.common.util.concurrent.Monitor,BRANCH;BZU_TIME;BZU_LENGTH,15,38,0.010204082,0.701570681,22,193,608263,0.104712042,10
IBEA,com.google.common.base.Utf8,BRANCH;BZU_TIME;BZU_LENGTH,16,79,0.310631229,0.915343915,49,65,607842,0.746031746,3
IBEA,org.jdom2.output.SAXOutputter,BRANCH;BZU_TIME;BZU_LENGTH,41,130,0.371134021,0.944444444,77,92,612640,0.833333333,14
IBEA,org.jdom2.output.XMLOutputter,BRANCH;BZU_TIME;BZU_LENGTH,29,116,0.823529412,0.978494624,60,64,612753,0.935483871,9
IBEA,org.jdom2.Verifier,BRANCH;BZU_TIME;BZU_LENGTH,61,96,0.399423216,0.890493381,188,279,619234,0.671480144,9
IBEA,org.joda.time.format.PeriodFormatterBuilder,BRANCH;BZU_TIME;BZU_LENGTH,56,244,0.137931034,0.835924007,287,581,629295,0.492227979,13
IBEA,org.joda.time.base.BasePeriod,BRANCH;BZU_TIME;BZU_LENGTH,18,66,0.365131579,0.945147679,68,81,617249,0.835443038,13
IBEA,org.joda.time.chrono.BasicMonthOfYearDateTimeField,BRANCH;BZU_TIME;BZU_LENGTH,17,62,0.565055762,0.957671958,57,65,613927,0.873015873,7
IBEA,org.joda.time.chrono.LimitChronology,BRANCH;BZU_TIME;BZU_LENGTH,20,85,0.156351792,0.87797619,72,114,613240,0.625,18
IBEA,JSci.maths.symbolic.SimpleCharStream,BRANCH;BZU_TIME;BZU_LENGTH,27,77,0.1400818,0.94047619,71,86,619730,0.821428571,17
IBEA,JSci.maths.SpecialMath,BRANCH;BZU_TIME;BZU_LENGTH,34,100,0.282546495,0.952380952,170,198,622285,0.857142857,5
IBEA,JSci.maths.LinearMath,BRANCH;BZU_TIME;BZU_LENGTH,16,57,0.208045977,0.891857506,190,264,614051,0.717557252,15
IBEA,org.tartarus.snowball.ext.turkishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,16,39,0.121397915,0.830090791,254,516,615108,0.490272374,30
IBEA,org.tartarus.snowball.ext.italianStemmer,BRANCH;BZU_TIME;BZU_LENGTH,14,40,0.191222571,0.85380117,130,230,612225,0.561403509,29
IBEA,org.tartarus.snowball.ext.englishStemmer,BRANCH;BZU_TIME;BZU_LENGTH,21,47,0.102972399,0.895402299,201,292,608089,0.686206897,1
IBEA,gnu.trove.decorator.TDoubleShortMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,17,85,0.366972477,0.909090909,58,79,605542,0.727272727,6
IBEA,gnu.trove.decorator.TShortByteMapDecorator,BRANCH;BZU_TIME;BZU_LENGTH,21,96,0.421487603,0.909090909,58,79,776636,0.727272727,13
IBEA,gnu.trove.impl.hash.TCharHash,BRANCH;BZU_TIME;BZU_LENGTH,11,44,0.307286167,0.955555556,54,62,624608,0.866666667,13
IBEA,gnu.trove.impl.hash.TFloatCharHash,BRANCH;BZU_TIME;BZU_LENGTH,14,72,0.272801303,0.881226054,58,89,617361,0.643678161,6
IBEA,gnu.trove.impl.hash.TFloatDoubleHash,BRANCH;BZU_TIME;BZU_LENGTH,15,63,0.258326564,0.885057471,59,89,612982,0.655172414,6
IBEA,org.znerd.xmlenc.XMLChecker,BRANCH;BZU_TIME;BZU_LENGTH,12,16,0.064676617,0.772190162,386,1215,616768,0.316570486,8
IBEA,org.znerd.xmlenc.XMLEncoder,BRANCH;BZU_TIME;BZU_LENGTH,29,82,0.425531915,0.882783883,120,184,611318,0.648351648,5
IBEA,com.ib.client.ExecutionFilter,BRANCH;BZU_TIME;BZU_LENGTH,9,36,0.422857143,1,22,22,310071,1,0
IBEA,com.ib.client.OrderState,BRANCH;BZU_TIME;BZU_LENGTH,10,32,0.411111111,1,24,24,65211,1,2
IBEA,com.ib.client.ComboLeg,BRANCH;BZU_TIME;BZU_LENGTH,9,34,0.550505051,1,23,23,38738,1,2
IBEA,org.apache.commons.cli.HelpFormatter,BRANCH;BZU_TIME;BZU_LENGTH,33,114,0.155443322,0.958333333,128,146,699454,0.875,103
IBEA,org.apache.commons.cli.Option,BRANCH;BZU_TIME;BZU_LENGTH,42,100,0.52173913,0.976190476,93,100,610515,0.928571429,2
IBEA,org.apache.commons.collections4.list.TreeList,BRANCH;BZU_TIME;BZU_LENGTH,24,112,0.265920826,0.920852359,171,221,611450,0.771689498,6
IBEA,org.apache.commons.collections4.sequence.SequencesComparator,BRANCH;BZU_TIME;BZU_LENGTH,3,29,0.223170732,0.988764045,88,91,604612,0.966292135,7
IBEA,org.apache.commons.lang3.ClassUtils,BRANCH;BZU_TIME;BZU_LENGTH,44,83,0.375601926,0.865914787,161,268,609959,0.597744361,5
IBEA,org.apache.commons.lang3.ArrayUtils,BRANCH;BZU_TIME;BZU_LENGTH,99,214,0.245392823,0.792490685,454,1165,631968,0.388650043,6
IBEA,org.apache.commons.lang3.text.StrBuilder,BRANCH;BZU_TIME;BZU_LENGTH,120,350,0.221583986,0.874363328,387,591,653901,0.653650255,38
IBEA,org.apache.commons.lang3.time.DateUtils,BRANCH;BZU_TIME;BZU_LENGTH,42,120,0.283418554,0.894854586,206,300,645461,0.684563758,8
IBEA,org.apache.commons.lang3.BooleanUtils,BRANCH;BZU_TIME;BZU_LENGTH,67,114,0.486656201,0.88427673,172,267,611580,0.641509434,4
IBEA,org.apache.commons.lang3.Conversion,BRANCH;BZU_TIME;BZU_LENGTH,72,144,0.111705801,0.831151832,387,766,616868,0.503926702,3
IBEA,org.apache.commons.math3.linear.RectangularCholeskyDecomposition,BRANCH;BZU_TIME;BZU_LENGTH,6,29,0.672955975,1,33,33,18675,1,4
IBEA,org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,BRANCH;BZU_TIME;BZU_LENGTH,11,42,0,0.770833333,27,82,619477,0.3125,1
IBEA,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.AbstractSimplex,BRANCH;BZU_TIME;BZU_LENGTH,14,70,0.188034188,0.971751412,56,61,614199,0.915254237,20
